User_ID,Age,Gender,Location,Education,Occupation,Primary_App,Secondary_Apps,Usage_Frequency,Daily_Usage_Time,Reason_for_Using,Satisfaction,Challenges,Desired_Features,Preferred_Communication,Partner_Priorities,Age_outlier,Satisfaction_outlier
463,25,male,Hyderabad,Postgraduate,Intern,Bumble,Tinder,Monthly,3 hours,Casual Dating,1,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Values > Personality > Appearance,False,False
464,21,female,Kolkata,Postgraduate,Intern,Bumble,Bumble,Weekly,1 hour,Social Interaction,3,None,Video Calls,Voice Notes,Appearance > Interests > Personality,False,False
465,23,male,Delhi,Graduate,Intern,OkCupid,Hinge,Daily,1.5 hours,Social Interaction,3,None,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,False,False
466,25,male,Delhi,Postgraduate,Intern,Hinge,None,Daily,1 hour,Casual Fun,4,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance,False,False
467,21,non-binary,Kolkata,Graduate,Freelancer,Hinge,None,Monthly,1 hour,Finding a Partner,2,Lack of Genuine Matches,Location-Based Matching,Video Calls,Values > Personality > Appearance,False,False
468,24,non-binary,Delhi,Undergraduate,Intern,Bumble,Hinge,Monthly,1.5 hours,Finding a Partner,1,Lack of Genuine Matches,AI Recommendations,Voice Notes,Values > Personality > Appearance,False,False
469,23,male,Hyderabad,Graduate,Full-time Job,Tinder,Bumble,Weekly,3 hours,Casual Dating,3,Time-Wasting,Detailed Profiles,Video Calls,Values > Personality > Appearance,False,False
470,19,female,Chennai,Postgraduate,Full-time Job,Bumble,OkCupid,Monthly,30 minutes,Casual Dating,5,Safety Concerns,AI Recommendations,Video Calls,Personality > Interests > Values,False,False
471,21,female,Mumbai,Postgraduate,Student,None,OkCupid,Weekly,1 hour,Social Interaction,2,Lack of Genuine Matches,Location-Based Matching,Text,Values > Personality > Appearance,False,False
472,19,male,Delhi,Postgraduate,Student,OkCupid,None,Daily,30 minutes,Social Interaction,4,Safety Concerns,AI Recommendations,Text,Personality > Interests > Values,False,False
473,19,non-binary,Chennai,Graduate,Student,OkCupid,Bumble,Weekly,3 hours,Casual Dating,5,Lack of Genuine Matches,Video Calls,Text,Appearance > Interests > Personality,False,False
474,25,non-binary,Hyderabad,Undergraduate,Part-time Job,OkCupid,Hinge,Weekly,3 hours,Finding a Partner,2,Time-Wasting,AI Recommendations,Voice Notes,Values > Personality > Appearance,False,False
475,23,male,Kolkata,Postgraduate,Full-time Job,OkCupid,Tinder,Daily,1.5 hours,Finding a Partner,2,Safety Concerns,Detailed Profiles,Video Calls,Values > Personality > Appearance,False,False
476,18,female,Pune,Postgraduate,Intern,Hinge,Hinge,Daily,30 minutes,Social Interaction,1,Time-Wasting,Detailed Profiles,Voice Notes,Values > Personality > Appearance,False,False
477,21,male,Mumbai,Graduate,Part-time Job,Tinder,Tinder,Daily,1.5 hours,Casual Fun,4,Time-Wasting,Audio Calls,Voice Notes,Personality > Interests > Values,False,False
478,25,male,Bangalore,Undergraduate,Full-time Job,OkCupid,Hinge,Daily,30 minutes,Finding a Partner,1,None,Detailed Profiles,Video Calls,Values > Personality > Appearance,False,False
479,20,female,Delhi,Undergraduate,Full-time Job,OkCupid,None,Weekly,1.5 hours,Casual Fun,5,Safety Concerns,Detailed Profiles,Voice Notes,Values > Personality > Appearance,False,False
480,19,female,Delhi,Graduate,Intern,Tinder,Tinder,Monthly,3 hours,Casual Fun,2,Lack of Genuine Matches,Detailed Profiles,Video Calls,Appearance > Interests > Personality,False,False
481,24,non-binary,Pune,Undergraduate,Student,OkCupid,Bumble,Weekly,1.5 hours,Finding a Partner,1,None,Detailed Profiles,Voice Notes,Personality > Interests > Values,False,False
482,18,female,Hyderabad,Postgraduate,Part-time Job,None,OkCupid,Monthly,3 hours,Casual Fun,1,Safety Concerns,Video Calls,Voice Notes,Appearance > Interests > Personality,False,False
483,18,non-binary,Chennai,Graduate,Freelancer,OkCupid,Tinder,Monthly,30 minutes,Finding a Partner,3,None,Video Calls,Video Calls,Personality > Interests > Values,False,False
484,20,female,Pune,Undergraduate,Intern,OkCupid,OkCupid,Daily,3 hours,Casual Dating,3,Time-Wasting,Video Calls,Voice Notes,Personality > Interests > Values,False,False
485,24,non-binary,Mumbai,Postgraduate,Student,OkCupid,None,Weekly,30 minutes,Social Interaction,4,Lack of Genuine Matches,AI Recommendations,Text,Personality > Interests > Values,False,False
486,23,male,Pune,Graduate,Student,Hinge,Tinder,Daily,30 minutes,Casual Dating,3,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values,False,False
487,21,female,Mumbai,Graduate,Freelancer,Bumble,Tinder,Monthly,3 hours,Finding a Partner,4,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,False,False
488,19,female,Mumbai,Graduate,Student,Bumble,None,Monthly,1.5 hours,Finding a Partner,3,Time-Wasting,Location-Based Matching,Text,Personality > Interests > Values,False,False
489,25,female,Delhi,Graduate,Full-time Job,Hinge,None,Monthly,3 hours,Casual Fun,1,None,Audio Calls,Text,Personality > Interests > Values,False,False
490,25,female,Chennai,Postgraduate,Student,OkCupid,Hinge,Daily,1.5 hours,Casual Dating,5,Lack of Genuine Matches,AI Recommendations,Text,Personality > Interests > Values,False,False
491,25,female,Kolkata,Graduate,Student,OkCupid,Hinge,Daily,3 hours,Casual Fun,3,Lack of Genuine Matches,AI Recommendations,Text,Personality > Interests > Values,False,False
492,24,female,Mumbai,Undergraduate,Part-time Job,Bumble,None,Monthly,1 hour,Casual Fun,5,Safety Concerns,Audio Calls,Voice Notes,Appearance > Interests > Personality,False,False
493,24,female,Mumbai,Postgraduate,Intern,Tinder,Bumble,Weekly,2 hours,Casual Dating,5,Time-Wasting,Location-Based Matching,Video Calls,Appearance > Interests > Personality,False,False
494,20,male,Mumbai,Undergraduate,Freelancer,Tinder,None,Daily,30 minutes,Social Interaction,1,None,Video Calls,Video Calls,Personality > Interests > Values,False,False
495,19,female,Chennai,Graduate,Intern,OkCupid,Tinder,Weekly,30 minutes,Finding a Partner,3,Time-Wasting,Location-Based Matching,Video Calls,Personality > Interests > Values,False,False
496,23,female,Mumbai,Undergraduate,Intern,Tinder,Hinge,Weekly,1.5 hours,Casual Dating,2,None,Audio Calls,Voice Notes,Personality > Interests > Values,False,False
497,23,male,Mumbai,Postgraduate,Intern,OkCupid,Tinder,Daily,2 hours,Casual Fun,1,Time-Wasting,Video Calls,Video Calls,Values > Personality > Appearance,False,False
498,22,male,Hyderabad,Graduate,Freelancer,None,Hinge,Monthly,2 hours,Casual Fun,2,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality,False,False
499,21,female,Kolkata,Graduate,Student,Tinder,Hinge,Daily,1.5 hours,Casual Dating,3,Lack of Genuine Matches,Detailed Profiles,Text,Appearance > Interests > Personality,False,False
500,22,male,Mumbai,Graduate,Part-time Job,None,Hinge,Weekly,1.5 hours,Casual Fun,2,Time-Wasting,AI Recommendations,Video Calls,Appearance > Interests > Personality,False,False
